1,4.31
2,4.31
3,4.11
4,4.19
5,4.17
6,4.1
7,4.1
8,4.05
9,3.98
10,3.88
11,3.95
12,3.84
13,3.8
14,3.75
15,3.77
16,3.71
17,3.57
18,3.55
19,3.62
20,3.49
21,3.52
22,3.83
23,3.82
24,3.96
25,3.9
26,3.7
27,3.66
28,3.64
29,3.63
30,3.54
31,3.48
32,3.27
33,3.36
34,3.43
35,3.39
36,3.3
37,3.28
38,3.17
39,3.24
40,3.21
41,3.18
42,3.22
43,3.19
44,2.86
45,2.79
46,2.76
47,2.66
48,2.76
49,2.54
50,2.23
51,2.06
52,2.17
53,2.1
54,2.13
55,2.13
56,2.07
57,2.15
58,2.1
59,2.12
60,2.07
61,2.03
62,2
63,2.04
64,1.98
65,2.04
66,1.93
67,1.87
68,1.9
69,1.92
70,1.89
71,1.92
72,1.96
73,1.87
74,1.88
75,2.01
76,2.16
77,2.28
78,2.48
79,2.3
80,2.33
81,2.38
82,2.35
83,2.34
84,2.37
85,2.4
86,2.43
87,2.41
88,2.5
89,2.55
90,2.53
91,2.33
92,2.54
93,2.49
94,2.42
95,2.3
96,2.29
97,2.55
98,2.52
99,2.51
100,2.61
101,2.72
102,2.7
103,2.69
104,2.63
105,2.68
106,2.62
107,2.67
108,2.76
109,2.65
110,2.52
111,2.62
112,2.7
113,2.84
114,2.89
115,2.86
116,2.75
117,2.7
118,2.63
119,2.63
120,2.55
121,2.59
122,2.61
123,2.58
124,2.59
125,2.7
126,2.81
127,2.74
128,2.77
129,2.75
130,2.84
131,2.69
132,2.64
133,2.64
134,2.54
135,2.48
136,2.56
137,2.5
138,2.44
139,2.45
140,2.45
141,2.44
142,2.57
143,2.57
144,2.59
145,2.62
146,2.62
147,2.6
148,2.59
149,2.66
150,2.7
151,2.73
152,2.66
153,2.57
154,2.52
155,2.5
156,2.55
157,2.54
158,2.44
159,2.4
160,2.34
161,2.3
162,2.31
163,2.58
164,2.65
165,2.55
166,2.5
167,2.45
168,2.43
169,2.41
170,2.4
171,2.44
172,2.47
173,2.5
174,2.54
175,2.63
176,2.66
177,2.66
178,2.68
179,2.81
180,3.16
181,3.47
182,3.72
183,3.65
184,3.54
185,3.91
186,3.79
187,3.95
188,4.31
189,4.29
190,3.9
191,3.93
192,4.18
193,4.15
194,4.08
195,3.81
196,4.03
197,4.13
198,4.01
199,4
200,4.07
201,4.02
202,3.95
203,4.01
204,3.87
205,3.98
206,3.95
207,4
208,4
209,3.9
210,3.98
211,4.12
212,4.1
213,4.15
214,4.02
215,3.97
216,4.07
217,4.11
218,4.2
219,4.19
220,4.08
221,4.11
222,4.09
223,4
224,4.08
225,4.08
226,4.02
227,4.06
228,4.22
229,4.48
230,4.34
231,4.41
232,4.44
233,4.38
234,3.99
235,4
236,3.88
237,3.69
238,3.64
239,3.7
240,3.87
241,3.79
242,3.85
243,3.81
244,3.8
245,3.83
246,3.81
247,3.68
248,3.71
249,3.69
250,3.62
251,3.67
252,3.68
253,3.76
254,3.69
255,3.67
256,3.62
257,3.62
258,3.63
259,3.67
260,3.65
261,3.55
262,3.35
263,3.43
264,3.38
265,3.32
266,3.28
267,3.32
268,3.54
269,3.63
270,3.78
271,3.87
272,3.76
273,3.75
274,3.9
275,3.83
276,3.85
277,3.96
278,3.91
279,3.81
280,3.79
281,3.82
282,3.94
283,3.87
284,3.79
285,3.82
286,3.83
287,3.93
288,3.91
289,3.87
290,3.87
291,3.75
292,3.72
293,3.78
294,3.87
295,4.03
296,4.1
297,4.12
298,3.56
299,3.56
300,3.32
301,3.2
302,3.2
303,3.29
304,3.38
305,3.34
306,3.35
307,3.31
308,3.37
309,3.34
310,3.32
311,3.33
312,3.33
313,3.26
314,3.29
315,3.34
316,3.5
317,3.55
318,3.53
319,3.53
320,3.46
321,3.44
322,3.43
323,3.38
324,3.36
325,3.42
326,3.48
327,3.6
328,3.65
329,3.64
330,3.57
331,3.56
332,3.67
333,3.67
334,3.63
335,3.74
336,3.68
337,3.7
338,3.64
339,3.6
340,3.63
341,3.64
342,3.66
343,3.74
344,3.77
345,3.8
346,3.82
347,3.79
348,3.87
349,3.85
350,3.98
351,4.01
352,4.19
353,4.23
354,4.2
355,4.09
356,4.19
357,4.14
358,4.34
359,4.5
360,4.15
361,4.31
362,3.79
363,3.67
364,3.6
365,3.48
366,3.43
367,3.52
368,3.51
369,3.45
370,3.43
371,3.35
372,3.36
373,3.32
374,3.46
375,3.5
376,3.66
377,3.71
378,3.64
379,3.7
380,3.69
381,3.7
382,3.72
383,3.71
384,3.71
385,3.73
386,3.7
387,3.69
388,3.73
389,3.66
390,3.7
391,3.7
392,3.72
393,3.75
394,4.04
395,3.86
396,3.86
397,3.94
398,3.84
399,3.88
400,3.82
401,3.91
402,3.96
403,4.07
404,4.05
405,4.09
406,4.08
407,3.99
408,3.93
409,3.93
410,4.04
411,4.12
412,4.07
413,4.03
414,3.98
415,3.89
416,4.01
417,3.97
418,3.82
419,3.72
420,3.74
421,3.81
422,3.78
423,4.01
424,4.13
425,4.28
426,4.27
427,4.22
428,4.09
429,4.02
430,4
431,4.13
432,4.17
433,4.1
434,4.06
435,4.04
436,3.95
437,3.91
438,3.87
439,3.99
440,4.03
441,3.96
442,3.95
443,4
444,4.09
445,4.06
446,4.09
447,4.03
448,4.05
449,4.04
450,4.02
451,4.02
452,4.03
453,3.96
454,3.93
455,4.04
456,4.09
457,4.05
458,4.1
459,4.18
460,4.33
461,4.36
462,4.26
463,4.41
464,4.5
465,4.42
466,4.34
467,4.06
468,4
469,3.95
470,3.95
471,4.06
472,4.12
473,4.21
474,4.23
475,4.36
476,4.23
477,4.25
478,4.21
479,4.18
480,4.3
481,4.44
482,4.63
483,4.6
484,4.66
485,3.73
486,3.86
487,3.82
488,3.82
489,3.75
490,3.73
491,3.77
492,3.74
493,3.82
494,3.8
495,3.91
496,3.97
497,3.99
498,4.06
499,4.14
500,4.1
501,4.03
502,4.12
503,4.08
504,4.1
505,4.12
506,4.14
507,4.2
508,4.25
509,4.29
510,4.22
511,4.27
512,4.17
513,4.2
514,4.14
515,4.15
516,4.16
517,4.17
518,4.18
519,4.17
520,4.13
521,4.15
522,4.08
523,4.03
524,4.06
525,3.98
526,3.89
527,3.82
528,3.88
529,3.93
530,3.81
531,3.76
532,3.71
533,3.7
534,3.63
535,3.56
536,3.56
537,3.39
538,3.37
539,3.43
540,3.42
541,3.35
542,3.3
543,3.03
544,2.95
545,2.78
546,2.61
547,2.62
548,2.56
549,2.67
550,2.79
551,2.7
552,2.79
553,2.68
554,2.69
555,2.68
556,2.69
557,2.75
558,2.79
559,2.79
560,2.81
561,2.9
562,2.85
563,2.78
564,2.77
565,2.78
566,2.78
567,2.73
568,2.71
569,2.68
570,2.62
571,2.69
572,2.68
573,2.6
574,2.72
575,2.8
576,2.84
577,2.81
578,2.85
579,2.77
580,2.69
581,2.71
582,2.75
583,2.69
584,2.65
585,2.55
586,2.58
587,2.51
588,2.46
589,2.52
590,2.44
591,2.5
592,2.58
593,2.53
594,2.55
595,2.69
596,2.63
597,2.65
598,2.64
599,2.64
600,2.64
601,2.67
602,2.65
603,2.63
604,2.59
605,2.63
606,2.62
607,2.64
608,2.6
609,2.62
610,2.52
611,2.39
612,2.18
613,2.42
614,2.48
615,2.44
616,2.58
617,2.71
618,2.63
619,2.56
620,2.69
621,2.7
622,2.78
623,2.88
624,3.2
625,3.03
626,3.07
627,3.03
628,3.08
629,3.13
630,3.16
631,3.11
632,3.06
633,3.03
634,3.05
635,3.06
636,3.08
637,3.1
638,3.07
639,3.13
640,3.2
641,3.14
642,3.1
643,2.96
644,2.92
645,2.97
646,2.92
647,2.76
648,2.74
649,2.75
650,2.75
651,2.77
652,2.76
653,2.76
654,2.81
655,2.85
656,2.78
657,2.59
658,2.7
659,2.73
660,2.66
661,2.66
662,2.66
663,2.68
664,2.7
665,2.68
666,2.69
667,2.74
668,2.76
669,2.77
670,2.7
671,2.72
672,2.54
673,2.56
674,2.53
675,2.35
676,2.28
677,2.36
678,2.3
679,2.36
680,2.3
681,2.28
682,2.26
683,2.31
684,2.34
685,2.29
686,2.32
687,2.33
688,2.31
689,2.32
690,2.36
691,2.38
692,2.33
693,2.35
694,2.36
695,2.3
696,2.31
697,2.3
698,2.27
699,2.24
700,2.28
701,2.27
702,2.29
703,2.26
704,2.3
705,2.28
706,2.31
707,2.31
708,2.35
709,2.31
710,2.34
711,2.31
712,2.32
713,2.32
714,2.37
715,2.5
716,2.53
717,2.61
718,2.62
719,2.6
720,2.62
721,2.54
722,2.41
723,2.43
724,2.47
725,2.43
726,2.46
727,2.04
728,2.07
729,2.04
730,2
731,1.97
732,2.03
733,2.07
734,1.97
735,1.87
736,1.82
737,1.82
738,1.8
739,1.8
740,1.76
741,1.67
742,1.62
743,1.77
744,1.94
745,1.94
746,1.93
747,2.18
748,2.11
749,2.15
750,2.1
751,1.92
752,1.91
753,1.88
754,1.9
755,1.8
756,1.82
757,1.79
758,1.8
759,1.79
760,1.68
761,1.69
762,1.82
763,1.69
764,1.74
765,1.75
766,1.82
767,1.77
768,1.75
769,1.76
770,1.76
771,1.85
772,1.9
773,1.84
774,1.88
775,2
776,1.84
777,1.87
778,1.9
779,1.87
780,1.87
781,1.8
782,1.76
783,1.68
784,1.75
785,1.69
786,1.67
787,1.7
788,1.77
789,1.76
790,1.82
791,1.8
792,1.82
793,1.87
794,1.92
795,1.96
796,1.87
797,1.92
798,1.97
799,2
800,1.91
801,2
802,2.02
803,2.1
804,2.1
805,2.21
806,2.12
807,2.14
808,2.15
809,2.14
810,2.13
811,2.16
812,2.27
813,2.21
814,2.19
815,2.15
816,2.09
817,2.02
818,2.05
819,1.99
820,1.99
821,2.01
822,1.99
823,2.1
824,2.14
825,2.22
826,2.2
827,2.36
828,2.37
829,2.34
830,2.36
831,2.31
832,2.25
833,2.23
834,2.26
835,2.34
836,2.37
837,2.36
838,2.41
839,2.36
840,2.35
841,2.39
842,2.52
843,2.51
844,2.47
845,2.55
846,2.76
847,2.88
848,2.91
849,3.04
850,2.99
851,2.97
852,2.77
853,2.77
854,2.66
855,2.43
856,2.36
857,2.16
858,2.4
859,2.4
860,2.29
861,2.1
862,2.08
863,1.81
864,1.82
865,2.11
866,2.01
867,2.14
868,2.08
869,2.16
870,2.09
871,2.17
872,2.11
873,2.04
874,2.06
875,2.06
876,1.97
877,1.89
878,1.92
879,1.82
880,1.89
881,1.86
882,1.85
883,1.93
884,1.93
885,1.94
886,2.04
887,1.98
888,2.02
889,2.04
890,2.06
891,2.16
892,2.2
893,2.32
894,2.42
895,2.36
896,2.44
897,2.32
898,2.29
899,2.29
900,2.53
901,2.67
902,2.5
903,2.77
904,2.8
905,2.9
906,2.73
907,2.8
908,2.69
909,2.81
910,2.74
911,2.88
912,2.84
913,2.79
914,2.83
915,2.76
916,2.75
917,2.76
918,2.7
919,2.76
920,2.79
921,2.78
922,2.77
923,2.72
924,2.67
925,2.78
926,2.62
927,2.65
928,3.19
929,3.81
930,3.45
931,3.55
932,3.69
933,3.69
934,3.58
935,3.7
936,3.54
937,3.64
938,3.65
939,3.66
940,3.66
941,3.61
942,3.65
943,3.56
944,3.67
945,3.8
946,3.79
947,3.83
948,3.83
949,3.9
950,4.09
951,4.24
952,4.19
953,4.39
954,4.67
955,4.6
956,4.37
957,4.16
958,4.2
959,4.56
960,4.54
961,4.41
962,4.4
963,4.32
964,4.4
965,4.44
966,4.5
967,4.75
968,5.39
969,5.1
970,5.46
971,5.17
972,4.82
973,4.88
974,4.95
975,5.31
976,5.13
977,5.09
978,5.03
979,4.91
980,5.07
981,4.84
982,5.13
983,5.01
984,5.14
985,5.15
986,5.2
987,5.19
988,5.5
989,5.48
990,5.43
991,5.73
992,5.93
993,6.76
994,6.93
995,6.79
996,6.88
997,6.89
998,6.56
999,6.18
1000,6.39
1001,6.56
1002,6.7
1003,6.75
1004,6.35
1005,6.5
1006,6.6
1007,6.79
1008,6.94
1009,6.7
1010,6.74
1011,7.24
1012,7.83
1013,7.66
1014,7.67
1015,7.49
1016,7.49
1017,7.72
1018,7.61
1019,7.52
1020,7.18
1021,7.49
1022,7.56
1023,7.05
1024,6.64
1025,6.23
1026,5.83
1027,5.92
1028,5.75
1029,6.09
1030,6.22
1031,6.12
1032,6.23
1033,6.2
1034,6.35
1035,6.31
1036,6.54
1037,6.45
1038,6.57
1039,6.57
1040,6.7
1041,6.95
1042,7
1043,6.97
1044,6.72
1045,6.92
1046,6.82
1047,6.8
1048,6.64
1049,6.5
1050,6.92
1051,6.92
1052,6.76
1053,6.7
1054,6.81
1055,6.5
1056,6.57
1057,6.9
1058,7.4
1059,7.44
1060,7.1
1061,7.24
1062,7.32
1063,7.03
1064,6.78
1065,6.69
1066,6.79
1067,6.85
1068,6.7
1069,6.82
1070,6.64
1071,6.83
1072,6.82
1073,7.09
1074,7.79
1075,8.68
1076,8.87
1077,9.05
1078,8.72
1079,8.8
1080,8.72
1081,9
1082,9.02
1083,8.92
1084,8.38
1085,8.69
1086,8.95
1087,9.65
1088,9.9
1089,10.38
1090,10.4
1091,10.75
1092,10.43
1093,10.68
1094,10.94
1095,10.81
1096,11.19
1097,11.61
1098,11.65
1099,11.3
1100,11.65
1101,12.28
1102,11.24
1103,11.7
1104,11.42
1105,11.45
1106,11.43
1107,11.29
1108,11.37
1109,11.55
1110,11.39
1111,10.98
1112,10.79
1113,10.17
1114,9.54
1115,9.92
1116,9.88
1117,9.68
1118,9.95
1119,10.74
1120,10.35
1121,10.6
1122,10.62
1123,10.6
1124,10.9
1125,11.98
1126,12.37
1127,12.46
1128,14.05
1129,13.21
1130,13.78
1131,13.86
1132,13.7
1133,13.43
1134,13.2
1135,13.25
1136,12.79
1137,13.41
1138,14.3
1139,14.2
1140,14
1141,14.27
1142,15.45
1143,15.08
1144,14.59
1145,13.55
1146,13
1147,13.07
1148,13.25
1149,13.45
1150,13.5
1151,14.48
1152,14
1153,14.03
1154,13.79
1155,13.62
1156,13.68
1157,14.4
1158,13.7
1159,13.96
1160,14.16
1161,13.35
1162,13.75
1163,13.74
1164,13.73
1165,14.1
1166,14.6
1167,14.31
1168,14.28
1169,13.42
1170,13.33
1171,13.52
1172,13.02
1173,12.94
1174,12.5
1175,12.53
1176,12.63
1177,13.09
1178,12.98
1179,13.08
1180,13.23
1181,13.24
1182,13.42
1183,13.43
1184,13.73
1185,13.43
1186,11.73
1187,10.29
1188,10.55
1189,10.13
1190,10.22
1191,10.04
1192,10.46
1193,10.74
1194,11.2
1195,11.41
1196,11.66
1197,11.81
1198,10.99
1199,11.47
1200,11.49
1201,10.97
1202,11.05
1203,11.01
1204,10.85
1205,10.95
1206,11.29
1207,11.25
1208,10.93
1209,10.84
1210,11.27
1211,12.42
1212,12.81
1213,13.1
1214,11.75
1215,12.33
1216,11.91
1217,11.34
1218,11.66
1219,11.63
1220,12.19
1221,13.36
1222,14.1
1223,14.15
1224,14.39
1225,13.76
1226,13.65
1227,13.06
1228,12.57
1229,12.57
1230,12.36
1231,12.94
1232,13.27
1233,13.61
1234,13.77
1235,14.17
1236,14.33
1237,13.46
1238,14.03
1239,13.29
1240,13.62
1241,13.61
1242,13.7
1243,14
1244,14.29
1245,15.13
1246,14.99
1247,13.84
1248,14.09
1249,13.72
1250,13.81
1251,13.42
1252,13.2
1253,13.33
1254,13.48
1255,12.76
